condition_id,seed,profile,m,k,topology,contact_prob,epoch_length,traffic_regime,attack_type,has_real_attack,approach,scenario,num_nodes,time_to_first_local_suspicion,time_to_median_local_suspicion,time_to_first_regional_coord,time_to_median_regional_coord,time_to_fleet_awareness,false_escalation_count,true_coord_hits,missed_coord_attacks,stale_pressure_events,total_bytes,total_merges,bytes_per_node,mean_packet_size,max_saturation_pct,steps_in_harmful_saturation,final_saturation_variance,degradation_under_malicious,layer_a_fp_rate,layer_a_campaign_recall,layer_a_sat_pct
101,50548,good_regime_192000,192000,13,ring,0.7,100,poison_heavy,poison_flood,True,ghost_meadow,poison_heavy_good_regime_192000,12,,,,,,0,0,0,0,370611496,7710,30884291.333333332,48068.935927367056,10.701041666666667,0,0.003981285690713977,0.0,0.0,1.0,2.0052083333333335
101,50548,good_regime_192000,192000,13,ring,0.7,100,poison_heavy,poison_flood,True,local_only,poison_heavy_good_regime_192000,12,66,68,,,68,0,0,0,0,0,0,0.0,0.0,36.309090909090905,0,2.5269421487603294,0.0,,,
101,50548,good_regime_192000,192000,13,ring,0.7,100,poison_heavy,poison_flood,True,exact_gossip,poison_heavy_good_regime_192000,12,7,8,18,19,8,11,0,0,343,24067284,7727,2005607.0,3114.699624692636,95.0,388,0.0,0.0,,,
102,50548,good_regime_192000,192000,13,star_sparse,0.15,200,collusion_3,coordinated_poison,True,ghost_meadow,collusion_3_good_regime_192000,12,,,,,,0,0,0,0,33035008,680,2752917.3333333335,48580.89411764706,16.897395833333334,0,0.3532582090192047,0.0,0.0,1.0,2.0052083333333335
102,50548,good_regime_192000,192000,13,star_sparse,0.15,200,collusion_3,coordinated_poison,True,local_only,collusion_3_good_regime_192000,12,61,69,173,188,69,9,0,0,0,0,0,0.0,0.0,70.55555555555556,0,1.4143209876543201,0.0,,,
102,50548,good_regime_192000,192000,13,star_sparse,0.15,200,collusion_3,coordinated_poison,True,exact_gossip,collusion_3_good_regime_192000,12,44,47,140,151,47,9,0,0,49,260846,697,21737.166666666668,374.2410329985653,95.0,106,2.5550617283950583,0.0,,,
103,50548,good_regime_192000,192000,13,regional_mesh,0.4,300,namespace_flood,namespace_flood,True,ghost_meadow,namespace_flood_good_regime_192000,12,18,19,70,71,19,11,0,0,255,358967616,7486,29913968.0,47951.858936681805,98.58839962121213,277,0.008373207393537072,0.0,0.0,1.0,2.0052083333333335
103,50548,good_regime_192000,192000,13,regional_mesh,0.4,300,namespace_flood,namespace_flood,True,local_only,namespace_flood_good_regime_192000,12,66,68,179,182,68,11,0,0,29,0,0,0.0,0.0,95.0,69,6.027768595041306,0.0,,,
103,50548,good_regime_192000,192000,13,regional_mesh,0.4,300,namespace_flood,namespace_flood,True,exact_gossip,namespace_flood_good_regime_192000,12,1,2,2,3,2,11,0,0,482,27545934,7444,2295494.5,3700.421010209565,95.0,493,0.0,0.0,,,
104,50548,good_regime_192000,192000,13,partitioned_clusters,0.7,100,stale_replay,replay_stale,True,ghost_meadow,stale_replay_good_regime_192000,12,,,,,,0,0,11,0,955950544,19906,79662545.33333333,48023.23641113232,11.112405303030302,0,0.0067822175949839745,0.0,0.0,1.0,2.0052083333333335
104,50548,good_regime_192000,192000,13,partitioned_clusters,0.7,100,stale_replay,replay_stale,True,local_only,stale_replay_good_regime_192000,12,66,68,,,68,0,0,11,0,0,0,0.0,0.0,36.309090909090905,0,2.5269421487603294,0.0,,,
104,50548,good_regime_192000,192000,13,partitioned_clusters,0.7,100,stale_replay,replay_stale,True,exact_gossip,stale_replay_good_regime_192000,12,7,7,17,17,7,0,11,0,368,65297590,19922,5441465.833333333,3277.66238329485,95.0,409,0.0,0.0,,,
